,steps,self_finding_steps,prop_selected_correctly,participant,level
73,62,5.0,0.75,1,20
74,39,5.5,0.75,1,21
75,13,4.0,1.0,1,22
76,19,4.5,1.0,1,23
77,13,5.0,1.0,1,24
78,41,5.0,1.0,1,25
79,18,3.0,1.0,1,26
80,37,3.75,0.75,1,27
81,39,6.5,0.5,1,28
82,67,4.333333333333333,0.6666666666666666,1,29
83,31,6.0,1.0,1,30
84,27,4.5,1.0,1,31
85,41,4.0,0.75,1,32
86,61,5.75,0.5,1,33
87,89,4.0,0.75,1,34
88,13,5.0,1.0,1,35
89,60,4.4,0.8,1,36
90,104,4.428571428571429,0.5714285714285714,1,37
91,47,3.0,1.0,1,38
92,55,2.5,1.0,1,39
93,25,4.0,1.0,1,40
94,81,5.0,1.0,1,41
95,66,4.166666666666667,0.6666666666666666,1,42
96,47,5.25,1.0,1,43
97,45,4.666666666666667,1.0,1,44
98,19,5.0,1.0,1,45
99,17,5.0,1.0,1,46
100,19,5.5,1.0,1,47
101,55,5.75,0.75,1,48
102,86,4.5,1.0,1,49
103,81,4.666666666666667,1.0,1,50
104,62,3.6666666666666665,1.0,1,51
105,89,3.75,1.0,1,52
106,235,3.6666666666666665,0.6666666666666666,2,0
107,33,,,2,1
108,163,7.0,0.0,2,2
109,139,6.0,1.0,2,3
110,507,4.857142857142857,0.5714285714285714,2,4
111,103,7.0,0.0,2,5
112,60,,,2,6
113,71,5.0,1.0,2,7
114,315,6.166666666666667,0.3333333333333333,2,8
115,127,7.0,0.0,2,9
116,71,6.0,0.5,2,10
117,101,3.5,1.0,2,11
118,114,4.2,0.6,2,12
119,397,7.0,0.0,2,13
120,43,1.0,1.0,2,14
121,29,7.0,0.0,2,15
122,53,7.0,0.0,2,16
123,103,7.0,0.0,2,17
124,88,7.0,0.0,2,18
125,90,7.0,0.0,2,19
126,44,7.0,0.0,2,20
127,13,6.0,1.0,2,21
128,35,7.0,0.0,2,22
129,116,7.0,0.0,2,23
130,55,6.0,1.0,2,24
131,303,7.0,0.0,2,25
132,68,7.0,0.0,2,26
133,9,,,2,27
134,153,7.0,0.0,2,28
135,55,7.0,0.0,2,29
136,207,5.0,0.5,2,30
137,89,7.0,0.0,2,31
138,125,3.0,1.0,2,32
139,59,0.0,1.0,2,33
140,210,7.0,0.0,2,34
141,619,7.0,0.0,2,35
142,298,5.0,1.0,2,36
143,261,,,2,37
144,779,7.0,0.0,2,38
145,505,7.0,0.0,2,39
146,1072,7.0,0.0,2,40
147,573,7.0,0.0,2,41
148,2810,7.0,0.0,2,42
149,909,7.0,0.0,2,43
150,6623,7.0,0.0,2,44
151,1165,7.0,0.0,2,45
152,8699,7.0,0.0,2,46
153,152,7.0,0.0,2,47
154,1847,7.0,0.0,2,48
155,17,,,2,49
156,60,,,2,50
157,2655,7.0,0.0,2,51
158,734,7.0,0.0,2,52
159,65,4.571428571428571,1.0,3,0
160,15,3.5,1.0,3,1
161,9,3.0,1.0,3,2
162,15,4.0,1.0,3,3
163,19,3.0,1.0,3,4
164,33,3.6,1.0,3,5
165,61,3.6666666666666665,1.0,3,6
166,41,3.0,1.0,3,7
167,19,3.3333333333333335,1.0,3,8
168,74,3.8,0.9,3,9
169,37,4.6,1.0,3,10
170,27,4.5,0.75,3,11
171,89,4.363636363636363,0.9090909090909091,3,12
172,27,3.25,1.0,3,13
173,17,2.0,1.0,3,14
174,39,3.6666666666666665,1.0,3,15
175,36,3.6,0.8,3,16
176,27,5.75,0.75,3,17
177,17,3.6666666666666665,1.0,3,18
178,75,3.8,1.0,3,19
179,13,3.0,1.0,3,20
180,11,5.0,0.5,3,21
181,47,3.6666666666666665,1.0,3,22
182,33,3.8,1.0,3,23
183,17,4.0,1.0,3,24
184,33,4.2,1.0,3,25
185,19,3.6666666666666665,1.0,3,26
186,23,3.75,1.0,3,27
187,69,3.4444444444444446,1.0,3,28
188,39,5.0,0.8,3,29
189,17,3.6666666666666665,1.0,3,30
190,27,2.75,1.0,3,31
191,13,2.5,1.0,3,32
192,17,3.0,1.0,3,33
193,61,4.142857142857143,0.8571428571428571,3,34
194,65,3.4285714285714284,1.0,3,35
195,67,4.875,0.875,3,36
196,27,4.0,1.0,3,37
197,67,4.571428571428571,1.0,3,38
198,67,4.5,0.8,3,39
199,43,4.5,1.0,3,40
200,43,4.2,1.0,3,41
201,25,3.75,0.75,3,42
202,34,5.4,0.8,3,43
203,75,4.636363636363637,0.7272727272727273,3,44
204,100,3.9,0.9,3,45
205,25,4.0,0.75,3,46
206,33,4.0,1.0,3,47
207,55,4.75,1.0,3,48
208,27,2.25,1.0,3,49
209,103,5.181818181818182,0.45454545454545453,3,50
210,26,3.5,1.0,3,51
211,103,5.0,0.8333333333333334,3,52
212,171,,,4,0
213,277,6.333333333333333,0.16666666666666666,4,1
214,342,5.2,0.4,4,2
215,53,6.5,0.5,4,3
216,99,3.0,1.0,4,4
217,607,5.0,1.0,4,5
218,70,,,4,6
219,21,7.0,0.0,4,7
220,179,,,4,8
221,39,,,4,9
222,193,0.0,1.0,4,10
223,389,,,4,11
224,19,,,4,12
225,207,,,4,13
226,48,7.0,0.0,4,14
227,14,5.0,0.5,4,15
228,424,7.0,0.0,4,16
229,77,7.0,0.0,4,17
230,55,,,4,18
231,29,0.0,1.0,4,19
232,638,7.0,0.0,4,20
233,2528,,,4,21
234,115,,,4,22
235,2197,,,4,23
236,11678,7.0,0.0,4,24
237,25,,,4,25
238,895,6.0,0.2,4,26
239,69,7.0,0.0,4,27
240,249,7.0,0.0,4,28
241,153,7.0,0.0,4,29
242,26,,,4,30
243,31,,,4,31
244,9,0.0,1.0,4,32
245,211,,,4,33
246,362,5.8,0.2,4,34
247,213,,,4,35
248,220,,,4,36
249,109,5.5,0.5,4,37
250,354,,,4,38
251,227,7.0,0.0,4,39
252,487,,,4,40
253,25,,,4,41
254,486,0.0,1.0,4,42
255,1140,,,4,43
256,85,,,4,44
257,115,,,4,45
258,127,,,4,46
259,77,,,4,47
260,801,7.0,0.0,4,48
261,886,,,4,49
262,183,,,4,50
263,151,,,4,51
264,1362,,,4,52
265,192,,,5,0
266,240,,,5,1
267,54,,,5,2
268,51,,,5,3
269,11,,,5,4
270,60,,,5,5
271,11,,,5,6
272,25,,,5,7
273,11,,,5,8
274,29,,,5,9
275,56,,,5,10
276,122,,,5,11
277,107,,,5,12
278,37,,,5,13
279,11,,,5,14
280,23,,,5,15
281,454,,,5,16
282,142,,,5,17
283,13,,,5,18
284,536,,,5,19
285,665,,,5,20
286,23,,,5,21
287,17,,,5,22
288,11,,,5,23
289,78,,,5,24
290,19,,,5,25
291,148,,,5,26
292,13,,,5,27
293,13,,,5,28
294,15,,,5,29
295,22,,,5,30
296,15,,,5,31
297,11,,,5,32
298,65,,,5,33
299,344,,,5,34
300,64,,,5,35
301,37,,,5,36
302,10,,,5,37
303,59,,,5,38
304,9,,,5,39
305,13,,,5,40
306,34,,,5,41
307,21,,,5,42
308,186,,,5,43
309,18,,,5,44
310,30,,,5,45
311,19,,,5,46
312,9,,,5,47
313,83,,,5,48
314,74,,,5,49
315,33,,,5,50
316,9,,,5,51
317,48,,,5,52
318,196,4.0,0.6666666666666666,6,0
319,466,6.0,0.3333333333333333,6,1
320,130,,,6,2
321,383,5.0,0.375,6,3
322,111,2.0,1.0,6,4
323,860,4.166666666666667,0.5,6,5
324,618,5.666666666666667,0.3333333333333333,6,6
325,754,,,6,7
326,202,6.0,0.3333333333333333,6,8
327,91,3.0,1.0,6,9
328,226,4.0,1.0,6,10
329,41,7.0,0.0,6,11
330,156,7.0,0.0,6,12
331,227,7.0,0.0,6,13
332,31,7.0,0.0,6,14
333,577,6.25,0.25,6,15
334,309,7.0,0.0,6,16
335,61,7.0,0.0,6,17
336,32,5.5,0.5,6,18
337,45,3.5,0.5,6,19
338,25,7.0,0.0,6,20
339,55,7.0,0.0,6,21
340,83,7.0,0.0,6,22
341,225,7.0,0.0,6,23
342,17,2.0,1.0,6,24
343,33,4.0,0.5,6,25
344,60,4.0,0.5,6,26
345,29,7.0,0.0,6,27
346,25,1.5,1.0,6,28
347,89,7.0,0.0,6,29
348,25,7.0,0.0,6,30
349,33,7.0,0.0,6,31
350,31,7.0,0.0,6,32
351,232,6.666666666666667,0.16666666666666666,6,33
352,46,7.0,0.0,6,34
353,296,6.909090909090909,0.09090909090909091,6,35
354,463,6.857142857142857,0.14285714285714285,6,36
355,145,6.75,0.25,6,37
356,82,7.0,0.0,6,38
357,123,7.0,0.0,6,39
358,11,7.0,0.0,6,40
359,19,7.0,0.0,6,41
360,61,3.5,0.5,6,42
361,55,7.0,0.0,6,43
362,207,6.75,0.125,6,44
363,1096,6.1875,0.1875,6,45
364,267,7.0,0.0,6,46
365,57,7.0,0.0,6,47
366,150,6.444444444444445,0.1111111111111111,6,48
367,152,6.454545454545454,0.18181818181818182,6,49
368,47,7.0,0.0,6,50
369,204,6.909090909090909,0.09090909090909091,6,51
370,38,7.0,0.0,6,52
371,496,7.0,0.0,7,0
372,355,6.2,0.4,7,1
373,461,,,7,2
374,235,7.0,0.0,7,3
375,592,,,7,4
376,428,6.0,0.5,7,5
377,610,,,7,6
378,590,,,7,7
379,239,,,7,8
380,764,6.0,1.0,7,9
381,122,,,7,10
382,383,6.333333333333333,0.3333333333333333,7,11
383,97,,,7,12
384,241,7.0,0.0,7,13
385,69,,,7,14
386,240,3.0,1.0,7,15
387,551,4.0,1.0,7,16
388,53,,,7,17
389,198,7.0,0.0,7,18
390,456,6.0,0.5,7,19
391,876,1.0,1.0,7,20
392,281,7.0,0.0,7,21
393,236,7.0,0.0,7,22
394,213,6.5,0.5,7,23
395,174,,,7,24
396,1085,6.0,0.5,7,25
397,172,,,7,26
398,1142,3.5,0.5,7,27
399,178,,,7,28
400,1421,,,7,29
401,170,,,7,30
402,115,,,7,31
403,641,,,7,32
404,589,,,7,33
405,138,,,7,34
406,1985,6.0,0.5,7,35
407,370,,,7,36
408,538,,,7,37
409,15,,,7,38
410,1215,,,7,39
411,288,,,7,40
412,1390,,,7,41
413,150,,,7,42
414,2790,,,7,43
415,2488,,,7,44
416,1763,7.0,0.0,7,45
417,716,,,7,46
418,1111,,,7,47
419,1535,,,7,48
420,1077,,,7,49
421,1155,,,7,50
422,1287,,,7,51
423,403,,,7,52
424,49,,,8,0
425,37,,,8,1
426,166,,,8,2
427,149,,,8,3
428,47,,,8,4
429,104,,,8,5
430,81,,,8,6
431,128,,,8,7
432,17,,,8,8
433,58,,,8,9
434,17,,,8,10
435,21,,,8,11
436,94,,,8,12
437,95,,,8,13
438,225,,,8,14
439,88,,,8,15
440,75,,,8,16
441,29,,,8,17
442,194,,,8,18
443,9,,,8,19
444,39,,,8,20
445,67,,,8,21
446,58,,,8,22
447,118,,,8,23
448,30,,,8,24
449,29,,,8,25
450,37,,,8,26
451,75,,,8,27
452,35,,,8,28
453,89,,,8,29
454,19,,,8,30
455,17,,,8,31
456,35,,,8,32
457,65,,,8,33
458,136,,,8,34
459,95,,,8,35
460,438,,,8,36
461,197,,,8,37
462,453,,,8,38
463,414,,,8,39
464,290,,,8,40
465,248,,,8,41
466,72,,,8,42
467,402,,,8,43
468,235,,,8,44
469,226,,,8,45
470,27,,,8,46
471,102,,,8,47
472,2376,,,8,48
473,566,,,8,49
474,94,,,8,50
475,23,,,8,51
476,45,,,8,52
477,377,4.822222222222222,0.8666666666666667,9,0
478,41,5.333333333333333,0.5,9,1
479,19,2.3333333333333335,1.0,9,2
480,95,4.538461538461538,0.7692307692307693,9,3
481,17,4.0,0.5,9,4
482,19,2.6666666666666665,1.0,9,5
483,13,1.5,1.0,9,6
484,32,4.4,0.6,9,7
485,13,2.5,1.0,9,8
486,24,2.25,1.0,9,9
487,27,3.6666666666666665,1.0,9,10
488,61,4.5,0.875,9,11
489,33,3.8,0.8,9,12
490,26,3.6666666666666665,1.0,9,13
491,25,3.75,1.0,9,14
492,38,4.2,1.0,9,15
493,47,3.7142857142857144,0.8571428571428571,9,16
494,19,3.3333333333333335,1.0,9,17
495,19,2.6666666666666665,1.0,9,18
496,11,3.0,1.0,9,19
497,27,4.0,1.0,9,20
498,71,4.857142857142857,0.8571428571428571,9,21
499,13,2.0,1.0,9,22
500,118,4.3076923076923075,0.9230769230769231,9,23
501,25,5.25,0.5,9,24
502,39,4.0,1.0,9,25
503,15,3.0,1.0,9,26
504,23,2.6666666666666665,1.0,9,27
505,27,3.6666666666666665,1.0,9,28
506,73,3.7142857142857144,0.8571428571428571,9,29
507,13,2.0,1.0,9,30
508,11,2.0,1.0,9,31
509,26,3.75,0.75,9,32
510,82,4.090909090909091,1.0,9,33
511,13,5.0,1.0,9,34
512,55,6.166666666666667,0.5,9,35
513,41,5.833333333333333,0.6666666666666666,9,36
514,96,4.0,0.7,9,37
515,44,5.0,0.5,9,38
516,55,5.0,0.625,9,39
517,21,6.0,0.6666666666666666,9,40
518,11,5.0,0.5,9,41
519,27,4.0,0.6666666666666666,9,42
520,166,5.15,0.6,9,43
521,89,4.333333333333333,0.6666666666666666,9,44
522,67,3.0,0.8333333333333334,9,45
523,13,5.5,0.5,9,46
524,26,6.0,0.5,9,47
525,55,4.2,0.6,9,48
526,296,4.095238095238095,0.9047619047619048,9,49
527,117,5.444444444444445,0.7777777777777778,9,50
528,55,4.833333333333333,1.0,9,51
529,19,5.666666666666667,0.3333333333333333,9,52
530,29,,,10,0
531,39,,,10,1
532,164,,,10,2
533,33,,,10,3
534,211,,,10,4
535,55,,,10,5
536,39,,,10,6
537,158,,,10,7
538,56,,,10,8
539,61,,,10,9
540,71,,,10,10
541,102,,,10,11
542,65,,,10,12
543,67,,,10,13
544,51,,,10,14
545,150,,,10,15
546,92,,,10,16
547,20,,,10,17
548,71,,,10,18
549,179,,,10,19
550,93,,,10,20
551,89,,,10,21
552,71,,,10,22
553,207,,,10,23
554,31,,,10,24
555,167,,,10,25
556,31,,,10,26
557,115,,,10,27
558,13,,,10,28
559,292,,,10,29
560,29,,,10,30
561,45,,,10,31
562,277,,,10,32
563,79,,,10,33
564,31,,,10,34
565,23,,,10,35
566,149,,,10,36
567,43,,,10,37
568,32,,,10,38
569,180,,,10,39
570,33,,,10,40
571,187,,,10,41
572,169,,,10,42
573,58,,,10,43
574,564,,,10,44
575,768,,,10,45
576,19,,,10,46
577,134,,,10,47
578,11,,,10,48
579,126,,,10,49
580,39,,,10,50
581,258,,,10,51
582,132,,,10,52
583,263,7.0,0.0,11,0
584,37,,,11,1
585,17,3.0,1.0,11,2
586,978,4.6,0.7428571428571429,11,3
587,25,4.5,1.0,11,4
588,13,2.0,1.0,11,5
589,106,2.0,1.0,11,6
590,47,2.0,1.0,11,7
591,15,1.5,1.0,11,8
592,47,7.0,0.0,11,9
593,15,4.0,0.5,11,10
594,19,3.5,1.0,11,11
595,13,5.0,1.0,11,12
596,31,4.5,1.0,11,13
597,33,5.0,1.0,11,14
598,48,2.6666666666666665,1.0,11,15
599,18,4.0,1.0,11,16
600,37,4.0,1.0,11,17
601,23,3.0,1.0,11,18
602,13,5.0,1.0,11,19
603,166,1.6666666666666667,1.0,11,20
604,31,3.3333333333333335,1.0,11,21
605,13,4.0,1.0,11,22
606,37,4.333333333333333,1.0,11,23
607,19,4.0,1.0,11,24
608,230,3.25,1.0,11,25
609,48,3.0,1.0,11,26
610,109,7.0,0.0,11,27
611,39,4.333333333333333,0.6666666666666666,11,28
612,57,2.0,1.0,11,29
613,67,3.0,1.0,11,30
614,83,3.0,1.0,11,31
615,41,4.0,1.0,11,32
616,39,4.0,1.0,11,33
617,396,4.5,0.5,11,34
618,59,7.0,0.0,11,35
619,704,6.333333333333333,0.3333333333333333,11,36
620,1160,6.4,0.2,11,37
621,213,7.0,0.0,11,38
622,288,4.5,1.0,11,39
623,19,7.0,0.0,11,40
624,181,3.0,1.0,11,41
625,1510,5.8,0.6,11,42
626,370,4.0,1.0,11,43
627,271,5.0,1.0,11,44
628,1329,5.4,0.4,11,45
629,485,4.8,0.6,11,46
630,1051,5.714285714285714,0.2857142857142857,11,47
631,165,3.5,0.5,11,48
632,181,3.5,0.5,11,49
633,2081,6.0,0.2222222222222222,11,50
634,723,5.5,0.25,11,51
635,378,5.25,0.5,11,52
636,180,4.884615384615385,0.9230769230769231,12,0
637,411,3.8653846153846154,0.9230769230769231,12,1
638,13,,,12,2
639,176,4.2,0.9333333333333333,12,3
640,131,4.066666666666666,0.8666666666666667,12,4
641,61,4.75,0.625,12,5
642,97,4.833333333333333,0.8333333333333334,12,6
643,27,3.25,1.0,12,7
644,17,4.0,1.0,12,8
645,19,4.666666666666667,1.0,12,9
646,58,4.625,0.875,12,10
647,27,5.0,1.0,12,11
648,19,5.666666666666667,1.0,12,12
649,19,4.0,1.0,12,13
650,41,4.6,0.8,12,14
651,40,4.2,1.0,12,15
652,85,5.75,0.875,12,16
653,55,5.375,0.625,12,17
654,13,4.5,1.0,12,18
655,17,4.333333333333333,1.0,12,19
656,25,5.333333333333333,1.0,12,20
657,19,5.0,1.0,12,21
658,17,5.0,1.0,12,22
659,47,4.714285714285714,1.0,12,23
660,33,3.5,1.0,12,24
661,51,4.0,1.0,12,25
662,17,6.0,0.5,12,26
663,17,1.5,1.0,12,27
664,29,3.0,1.0,12,28
665,11,4.5,1.0,12,29
666,11,4.5,1.0,12,30
667,23,3.0,1.0,12,31
668,75,4.7,0.8,12,32
669,36,5.2,1.0,12,33
670,202,4.764705882352941,0.8823529411764706,12,34
671,11,4.0,0.5,12,35
672,13,5.0,0.5,12,36
673,16,6.0,0.5,12,37
674,13,4.5,1.0,12,38
675,66,4.375,1.0,12,39
676,13,4.0,1.0,12,40
677,69,5.0,0.8571428571428571,12,41
678,40,5.25,0.75,12,42
679,25,4.0,0.75,12,43
680,19,6.0,0.5,12,44
681,90,4.0,0.875,12,45
682,18,6.5,0.5,12,46
683,47,2.8,0.8,12,47
684,13,4.5,1.0,12,48
685,33,5.0,1.0,12,49
686,29,5.5,0.5,12,50
687,19,0.0,1.0,12,51
688,61,5.166666666666667,0.8333333333333334,12,52
689,25,7.0,0.0,13,0
690,9,,,13,1
691,454,6.2,0.2,13,2
692,180,7.0,0.0,13,3
693,19,,,13,4
694,25,7.0,0.0,13,5
695,23,7.0,0.0,13,6
696,225,7.0,0.0,13,7
697,37,7.0,0.0,13,8
698,23,5.0,1.0,13,9
699,179,7.0,0.0,13,10
700,23,6.0,1.0,13,11
701,43,7.0,0.0,13,12
702,27,7.0,0.0,13,13
703,88,7.0,0.0,13,14
704,41,7.0,0.0,13,15
705,41,7.0,0.0,13,16
706,13,7.0,0.0,13,17
707,65,4.0,1.0,13,18
708,43,2.0,1.0,13,19
709,113,7.0,0.0,13,20
710,41,7.0,0.0,13,21
711,13,2.0,1.0,13,22
712,61,7.0,0.0,13,23
713,225,5.0,0.5,13,24
714,11,3.0,1.0,13,25
715,37,7.0,0.0,13,26
716,27,6.0,0.5,13,27
717,19,6.0,0.5,13,28
718,22,1.0,1.0,13,29
719,79,7.0,0.0,13,30
720,37,7.0,0.0,13,31
721,47,6.666666666666667,0.3333333333333333,13,32
722,52,7.0,0.0,13,33
723,222,7.0,0.0,13,34
724,479,7.0,0.0,13,35
725,41,5.0,0.5,13,36
726,100,7.0,0.0,13,37
727,24,6.0,1.0,13,38
728,17,7.0,0.0,13,39
729,33,7.0,0.0,13,40
730,17,4.0,0.5,13,41
731,68,7.0,0.0,13,42
732,26,7.0,0.0,13,43
733,33,7.0,0.0,13,44
734,45,0.0,1.0,13,45
735,33,7.0,0.0,13,46
736,105,7.0,0.0,13,47
737,320,7.0,0.0,13,48
738,48,7.0,0.0,13,49
739,264,5.8,0.2,13,50
740,22,7.0,0.0,13,51
741,32,3.0,1.0,13,52
742,237,5.3478260869565215,0.6521739130434783,14,0
743,110,5.0,0.5,14,1
744,59,6.5,0.5,14,2
745,78,6.75,0.25,14,3
746,96,6.666666666666667,0.16666666666666666,14,4
747,17,7.0,0.0,14,5
748,25,2.3333333333333335,1.0,14,6
749,41,4.0,0.6666666666666666,14,7
750,41,6.5,0.5,14,8
751,150,6.833333333333333,0.16666666666666666,14,9
752,93,7.0,0.0,14,10
753,25,7.0,0.0,14,11
754,40,6.0,0.3333333333333333,14,12
755,40,4.666666666666667,0.3333333333333333,14,13
756,11,,,14,14
757,33,4.0,0.6666666666666666,14,15
758,85,7.0,0.0,14,16
759,83,3.0,1.0,14,17
760,55,4.5,0.5,14,18
761,53,3.6666666666666665,0.6666666666666666,14,19
762,15,1.0,1.0,14,20
763,11,4.0,1.0,14,21
764,17,7.0,0.0,14,22
765,188,4.333333333333333,0.6666666666666666,14,23
766,7,7.0,0.0,14,24
767,124,6.714285714285714,0.14285714285714285,14,25
768,66,2.0,1.0,14,26
769,27,6.5,0.5,14,27
770,96,6.142857142857143,0.14285714285714285,14,28
771,75,6.285714285714286,0.2857142857142857,14,29
772,17,3.0,1.0,14,30
773,53,6.5,0.5,14,31
774,17,,,14,32
775,59,6.166666666666667,0.3333333333333333,14,33
776,33,6.25,0.25,14,34
777,22,7.0,0.0,14,35
778,61,7.0,0.0,14,36
779,103,7.0,0.0,14,37
780,33,6.5,0.25,14,38
781,19,6.0,0.5,14,39
782,19,5.0,0.5,14,40
783,13,6.0,0.5,14,41
784,31,4.5,0.5,14,42
785,194,6.222222222222222,0.1111111111111111,14,43
786,40,5.5,0.5,14,44
787,23,4.5,0.5,14,45
788,17,7.0,0.0,14,46
789,73,7.0,0.0,14,47
790,27,7.0,0.0,14,48
791,249,7.0,0.0,14,49
792,66,7.0,0.0,14,50
793,54,7.0,0.0,14,51
794,127,7.0,0.0,14,52
795,29,2.5,1.0,15,0
796,25,3.0,1.0,15,1
797,58,3.111111111111111,0.8888888888888888,15,2
798,17,4.0,0.5,15,3
799,58,3.625,0.625,15,4
800,23,2.0,1.0,15,5
801,116,5.636363636363637,0.45454545454545453,15,6
802,55,4.125,0.75,15,7
803,33,5.0,0.5,15,8
804,15,7.0,0.0,15,9
805,11,4.0,0.5,15,10
806,23,5.5,0.25,15,11
807,37,5.4,0.4,15,12
808,25,5.333333333333333,0.3333333333333333,15,13
809,87,6.2,0.4,15,14
810,15,7.0,0.0,15,15
811,51,7.0,0.0,15,16
812,31,7.0,0.0,15,17
813,86,4.75,0.75,15,18
814,59,5.5,0.25,15,19
815,43,5.4,0.6,15,20
816,13,3.0,1.0,15,21
817,19,5.666666666666667,0.3333333333333333,15,22
818,25,4.333333333333333,0.6666666666666666,15,23
819,26,5.0,0.3333333333333333,15,24
820,34,3.5,1.0,15,25
821,53,3.625,1.0,15,26
822,25,1.75,1.0,15,27
823,41,6.0,0.2,15,28
824,27,,,15,29
825,13,1.5,1.0,15,30
826,7,7.0,0.0,15,31
827,57,2.5714285714285716,0.8571428571428571,15,32
828,27,3.75,0.75,15,33
829,31,5.0,0.6,15,34
830,13,4.0,1.0,15,35
831,40,5.166666666666667,0.6666666666666666,15,36
832,25,4.25,0.5,15,37
833,40,4.5,0.6666666666666666,15,38
834,62,4.444444444444445,0.8888888888888888,15,39
835,297,4.176470588235294,0.8235294117647058,15,40
836,48,4.428571428571429,1.0,15,41
837,13,7.0,0.0,15,42
838,58,4.857142857142857,0.8571428571428571,15,43
839,55,5.142857142857143,0.7142857142857143,15,44
840,27,4.5,0.75,15,45
841,20,3.0,1.0,15,46
842,222,4.954545454545454,0.5909090909090909,15,47
843,45,7.0,0.0,15,48
844,13,5.5,0.5,15,49
845,56,5.5,0.5,15,50
846,46,4.5,0.5,15,51
847,27,3.75,0.75,15,52
848,137,,,16,0
849,9,,,16,1
850,57,,,16,2
851,71,,,16,3
852,13,,,16,4
853,13,,,16,5
854,61,,,16,6
855,9,,,16,7
856,25,,,16,8
857,19,,,16,9
858,90,,,16,10
859,11,,,16,11
860,32,,,16,12
861,115,,,16,13
862,57,,,16,14
863,31,,,16,15
864,26,,,16,16
865,21,,,16,17
866,153,,,16,18
867,191,,,16,19
868,78,,,16,20
869,17,,,16,21
870,63,,,16,22
871,44,,,16,23
872,118,,,16,24
873,42,,,16,25
874,85,,,16,26
875,10,,,16,27
876,39,,,16,28
877,214,,,16,29
878,41,,,16,30
879,17,,,16,31
880,46,,,16,32
881,37,,,16,33
882,280,,,16,34
883,120,,,16,35
884,12,,,16,36
885,171,,,16,37
886,747,,,16,38
887,558,,,16,39
888,145,,,16,40
889,52,,,16,41
890,110,,,16,42
891,895,,,16,43
892,134,,,16,44
893,1313,,,16,45
894,371,,,16,46
895,1318,,,16,47
896,469,,,16,48
897,5420,,,16,49
898,159,,,16,50
899,1475,,,16,51
900,131,,,16,52
901,225,4.6,0.6,17,0
902,232,5.0,0.8823529411764706,17,1
903,13,6.0,1.0,17,2
904,124,4.6,1.0,17,3
905,38,5.333333333333333,1.0,17,4
906,76,4.875,0.875,17,5
907,53,4.8,1.0,17,6
908,19,4.333333333333333,1.0,17,7
909,27,4.25,1.0,17,8
910,38,4.4,0.6,17,9
911,27,4.0,1.0,17,10
912,41,5.666666666666667,1.0,17,11
913,17,3.6666666666666665,1.0,17,12
914,19,5.333333333333333,1.0,17,13
915,27,5.5,1.0,17,14
916,27,4.75,1.0,17,15
917,19,5.0,0.6666666666666666,17,16
918,9,3.5,0.5,17,17
