,steps,self_finding_steps,participant,level
217,8,,2,17
218,34,,2,18
219,24,,2,19
220,71,,2,20
221,21,,2,21
222,18,,2,22
223,40,,2,23
224,18,,2,24
225,26,,2,25
226,39,,2,26
227,20,,2,27
228,8,,2,28
229,34,,2,29
230,24,,2,30
231,28,,2,31
232,8,,2,32
233,24,,2,33
234,35,,2,34
235,43,,2,35
236,20,,2,36
237,41,,2,37
238,12,,2,38
239,31,,2,39
240,16,,2,40
241,18,,2,41
242,151,,2,42
243,34,,2,43
244,67,,2,44
245,16,,2,45
246,13,,2,46
247,18,,2,47
248,28,,2,48
249,74,,2,49
250,26,,2,50
251,26,,2,51
252,30,,2,52
253,22,,2,53
254,14,,2,54
255,64,,2,55
256,76,,2,56
257,20,,2,57
258,29,,2,58
259,18,,2,59
260,41,,2,60
261,25,,2,61
262,38,,2,62
263,20,,2,63
264,10,,2,64
265,28,,2,65
266,36,,2,66
267,52,,2,67
268,12,,2,68
269,10,,2,69
270,55,,2,70
271,26,,2,71
272,44,,2,72
273,33,,2,73
274,20,,2,74
275,92,,2,75
276,26,,2,76
277,18,,2,77
278,24,,2,78
279,26,,2,79
280,34,,2,80
281,101,,2,81
282,22,,2,82
283,34,,2,83
284,16,,2,84
285,21,,2,85
286,8,,2,86
287,12,,2,87
288,28,,2,88
289,16,,2,89
290,75,,2,90
291,8,,2,91
292,39,,2,92
293,48,,2,93
294,8,,2,94
295,20,,2,95
296,65,,2,96
297,8,,2,97
298,77,,2,98
299,23,,2,99
300,140,22.0,3,0
301,29,23.0,3,1
302,27,25.0,3,2
303,14,10.0,3,3
304,31,27.0,3,4
305,12,10.0,3,5
306,10,,3,6
307,14,8.0,3,7
308,22,19.0,3,8
309,24,14.0,3,9
310,12,9.0,3,10
311,18,16.0,3,11
312,18,15.0,3,12
313,21,17.0,3,13
314,20,18.0,3,14
315,10,7.0,3,15
316,20,16.0,3,16
317,10,8.0,3,17
318,28,21.0,3,18
319,28,24.0,3,19
320,18,11.0,3,20
321,18,12.0,3,21
322,16,12.0,3,22
323,23,20.0,3,23
324,18,11.0,3,24
325,21,15.0,3,25
326,24,14.0,3,26
327,22,17.0,3,27
328,24,21.0,3,28
329,12,10.0,3,29
330,16,13.0,3,30
331,16,15.0,3,31
332,14,7.0,3,32
333,29,20.0,3,33
334,18,9.0,3,34
335,8,6.0,3,35
336,18,11.0,3,36
337,16,10.0,3,37
338,17,10.0,3,38
339,18,15.0,3,39
340,18,7.0,3,40
341,23,7.0,3,41
342,10,7.0,3,42
343,26,15.0,3,43
344,26,21.0,3,44
345,10,7.0,3,45
346,10,8.0,3,46
347,24,18.0,3,47
348,14,8.0,3,48
349,8,6.0,3,49
350,12,8.0,3,50
351,20,9.0,3,51
352,24,18.0,3,52
353,20,12.0,3,53
354,18,11.0,3,54
355,18,12.0,3,55
356,14,11.0,3,56
357,31,21.0,3,57
358,22,13.0,3,58
359,10,4.0,3,59
360,27,19.0,3,60
361,15,12.0,3,61
362,22,14.0,3,62
363,16,12.0,3,63
364,25,13.0,3,64
365,19,14.0,3,65
366,22,16.0,3,66
367,26,19.0,3,67
368,16,8.0,3,68
369,14,9.0,3,69
370,16,10.0,3,70
371,45,15.0,3,71
372,16,12.0,3,72
373,8,6.0,3,73
374,20,12.0,3,74
375,10,6.0,3,75
376,21,11.0,3,76
377,28,12.0,3,77
378,12,8.0,3,78
379,21,14.0,3,79
380,16,11.0,3,80
381,12,8.0,3,81
382,20,11.0,3,82
383,27,17.0,3,83
384,16,8.0,3,84
385,20,9.0,3,85
386,12,8.0,3,86
387,13,10.0,3,87
388,12,8.0,3,88
389,21,15.0,3,89
390,22,14.0,3,90
391,14,9.0,3,91
392,24,10.0,3,92
393,14,11.0,3,93
394,12,8.0,3,94
395,18,9.0,3,95
396,44,33.0,3,96
397,20,15.0,3,97
398,16,12.0,3,98
399,31,21.0,3,99
400,61,,4,0
401,8,7.0,4,1
402,34,25.0,4,2
403,49,41.0,4,3
404,14,6.0,4,4
405,14,11.0,4,5
406,24,11.0,4,6
407,125,123.0,4,7
408,40,,4,8
409,51,49.0,4,9
410,32,26.0,4,10
411,49,35.0,4,11
412,16,14.0,4,12
413,12,8.0,4,13
414,10,4.0,4,14
415,20,17.0,4,15
416,16,12.0,4,16
417,34,32.0,4,17
418,24,21.0,4,18
419,30,24.0,4,19
420,20,13.0,4,20
421,36,30.0,4,21
422,22,21.0,4,22
423,20,10.0,4,23
424,20,12.0,4,24
425,32,23.0,4,25
426,12,6.0,4,26
427,70,66.0,4,27
428,54,30.0,4,28
429,12,7.0,4,29
430,14,11.0,4,30
431,18,12.0,4,31
432,14,11.0,4,32
433,14,6.0,4,33
434,8,6.0,4,34
435,8,6.0,4,35
436,12,8.0,4,36
437,41,30.0,4,37
438,24,20.0,4,38
439,16,8.0,4,39
440,22,19.0,4,40
441,12,6.0,4,41
442,16,14.0,4,42
443,14,10.0,4,43
444,24,18.0,4,44
445,58,47.0,4,45
446,18,16.0,4,46
447,26,24.0,4,47
448,26,17.0,4,48
449,18,10.0,4,49
450,18,11.0,4,50
451,12,6.0,4,51
452,45,43.0,4,52
453,27,24.0,4,53
454,14,10.0,4,54
455,16,12.0,4,55
456,20,17.0,4,56
457,64,61.0,4,57
458,12,6.0,4,58
459,50,33.0,4,59
460,34,30.0,4,60
461,41,27.0,4,61
462,8,6.0,4,62
463,12,9.0,4,63
464,36,33.0,4,64
465,20,16.0,4,65
466,29,18.0,4,66
467,30,25.0,4,67
468,16,13.0,4,68
469,12,4.0,4,69
470,37,,4,70
471,57,52.0,4,71
472,26,23.0,4,72
473,12,9.0,4,73
474,104,94.0,4,74
475,48,43.0,4,75
476,29,25.0,4,76
477,16,14.0,4,77
478,35,23.0,4,78
479,41,38.0,4,79
480,20,12.0,4,80
481,22,18.0,4,81
482,39,36.0,4,82
483,16,12.0,4,83
484,38,28.0,4,84
485,27,21.0,4,85
486,10,9.0,4,86
487,22,12.0,4,87
488,25,13.0,4,88
489,14,7.0,4,89
490,32,25.0,4,90
491,25,19.0,4,91
492,21,17.0,4,92
493,8,6.0,4,93
494,20,17.0,4,94
495,34,26.0,4,95
496,12,7.0,4,96
497,27,19.0,4,97
498,26,22.0,4,98
499,27,22.0,4,99
500,22,2.0,5,0
501,8,,5,1
502,12,1.0,5,2
503,14,3.0,5,3
504,18,,5,4
505,24,,5,5
506,40,,5,6
507,113,,5,7
508,18,4.0,5,8
509,15,5.0,5,9
510,14,5.0,5,10
511,24,14.0,5,11
512,22,5.0,5,12
513,24,13.0,5,13
514,24,12.0,5,14
515,16,5.0,5,15
516,22,8.0,5,16
517,14,3.0,5,17
518,16,6.0,5,18
519,21,9.0,5,19
520,26,8.0,5,20
521,18,3.0,5,21
522,16,6.0,5,22
523,10,5.0,5,23
524,20,,5,24
525,38,29.0,5,25
526,32,14.0,5,26
527,16,6.0,5,27
528,14,10.0,5,28
529,14,6.0,5,29
530,23,12.0,5,30
531,16,6.0,5,31
532,8,5.0,5,32
533,45,,5,33
534,24,11.0,5,34
535,24,15.0,5,35
536,39,,5,36
537,28,8.0,5,37
538,28,17.0,5,38
539,14,6.0,5,39
540,25,19.0,5,40
541,20,10.0,5,41
542,20,11.0,5,42
543,28,22.0,5,43
544,27,16.0,5,44
545,8,7.0,5,45
546,16,7.0,5,46
547,30,8.0,5,47
548,32,28.0,5,48
549,52,19.0,5,49
550,16,7.0,5,50
551,10,6.0,5,51
552,32,25.0,5,52
553,22,11.0,5,53
554,33,21.0,5,54
555,28,22.0,5,55
556,14,7.0,5,56
557,18,12.0,5,57
558,30,16.0,5,58
559,16,9.0,5,59
560,14,4.0,5,60
561,16,7.0,5,61
562,18,13.0,5,62
563,12,6.0,5,63
564,18,15.0,5,64
565,25,15.0,5,65
566,21,12.0,5,66
567,21,9.0,5,67
568,18,11.0,5,68
569,38,31.0,5,69
570,24,9.0,5,70
571,10,7.0,5,71
572,24,12.0,5,72
573,22,14.0,5,73
574,8,6.0,5,74
575,20,13.0,5,75
576,24,13.0,5,76
577,25,13.0,5,77
578,12,9.0,5,78
579,12,7.0,5,79
580,18,9.0,5,80
581,10,8.0,5,81
582,28,16.0,5,82
583,24,7.0,5,83
584,28,17.0,5,84
585,23,13.0,5,85
586,12,10.0,5,86
587,12,7.0,5,87
588,18,7.0,5,88
589,17,14.0,5,89
590,18,8.0,5,90
591,16,5.0,5,91
592,16,6.0,5,92
593,18,9.0,5,93
594,22,13.0,5,94
595,30,23.0,5,95
596,16,12.0,5,96
597,10,4.0,5,97
598,18,4.0,5,98
599,24,15.0,5,99
600,146,,6,0
601,20,,6,1
602,16,0.0,6,2
603,26,,6,3
604,22,,6,4
605,43,,6,5
606,10,0.0,6,6
607,8,,6,7
608,22,,6,8
609,22,,6,9
610,52,0.0,6,10
611,38,17.0,6,11
612,44,29.0,6,12
613,34,18.0,6,13
614,28,11.0,6,14
615,59,35.0,6,15
616,68,48.0,6,16
617,50,31.0,6,17
618,39,20.0,6,18
619,22,8.0,6,19
620,57,41.0,6,20
621,20,7.0,6,21
622,29,14.0,6,22
623,32,14.0,6,23
624,24,9.0,6,24
625,30,21.0,6,25
626,35,22.0,6,26
627,28,16.0,6,27
628,31,23.0,6,28
629,35,15.0,6,29
630,42,24.0,6,30
631,33,17.0,6,31
632,32,17.0,6,32
633,25,8.0,6,33
634,41,22.0,6,34
635,22,8.0,6,35
636,28,9.0,6,36
637,30,9.0,6,37
638,53,33.0,6,38
639,29,11.0,6,39
640,31,16.0,6,40
641,21,5.0,6,41
642,31,16.0,6,42
643,36,16.0,6,43
644,23,9.0,6,44
645,45,27.0,6,45
646,29,8.0,6,46
647,33,17.0,6,47
648,22,7.0,6,48
649,20,6.0,6,49
650,23,6.0,6,50
651,22,5.0,6,51
652,26,8.0,6,52
653,26,13.0,6,53
654,44,13.0,6,54
655,40,25.0,6,55
656,28,15.0,6,56
657,43,23.0,6,57
658,32,16.0,6,58
659,52,34.0,6,59
660,23,7.0,6,60
661,19,6.0,6,61
662,47,14.0,6,62
663,28,7.0,6,63
664,34,20.0,6,64
665,35,19.0,6,65
666,27,14.0,6,66
667,20,7.0,6,67
668,39,17.0,6,68
669,39,23.0,6,69
670,22,8.0,6,70
671,25,10.0,6,71
672,47,31.0,6,72
673,40,15.0,6,73
674,31,17.0,6,74
675,29,16.0,6,75
676,23,8.0,6,76
677,32,16.0,6,77
678,25,7.0,6,78
679,33,16.0,6,79
680,22,7.0,6,80
681,52,36.0,6,81
682,21,7.0,6,82
683,53,33.0,6,83
684,58,39.0,6,84
685,33,17.0,6,85
686,47,31.0,6,86
687,22,8.0,6,87
688,62,47.0,6,88
689,80,60.0,6,89
690,36,20.0,6,90
691,72,54.0,6,91
692,32,17.0,6,92
693,33,18.0,6,93
694,66,48.0,6,94
695,32,16.0,6,95
696,36,19.0,6,96
697,41,18.0,6,97
698,19,,6,98
699,23,7.0,6,99
700,62,21.0,7,0
701,22,16.0,7,1
702,18,11.0,7,2
703,8,6.0,7,3
704,12,7.0,7,4
705,18,10.0,7,5
706,24,20.0,7,6
707,28,17.0,7,7
708,18,10.0,7,8
709,12,7.0,7,9
710,14,11.0,7,10
711,20,11.0,7,11
712,18,8.0,7,12
713,18,8.0,7,13
714,26,14.0,7,14
715,12,6.0,7,15
716,24,14.0,7,16
717,18,11.0,7,17
718,14,5.0,7,18
719,24,12.0,7,19
720,16,8.0,7,20
721,18,7.0,7,21
722,20,13.0,7,22
723,26,8.0,7,23
724,28,11.0,7,24
725,31,17.0,7,25
726,26,12.0,7,26
727,22,9.0,7,27
728,38,25.0,7,28
729,30,9.0,7,29
730,18,10.0,7,30
731,24,9.0,7,31
732,48,41.0,7,32
733,25,16.0,7,33
734,20,13.0,7,34
735,12,7.0,7,35
736,35,19.0,7,36
737,13,11.0,7,37
738,24,19.0,7,38
739,31,20.0,7,39
740,28,12.0,7,40
741,12,10.0,7,41
742,26,12.0,7,42
743,16,8.0,7,43
744,24,18.0,7,44
745,8,6.0,7,45
746,18,9.0,7,46
747,8,7.0,7,47
748,28,14.0,7,48
749,16,13.0,7,49
750,17,10.0,7,50
751,18,13.0,7,51
752,21,16.0,7,52
753,19,6.0,7,53
754,33,11.0,7,54
755,24,16.0,7,55
756,22,12.0,7,56
757,30,8.0,7,57
758,25,12.0,7,58
759,29,8.0,7,59
760,25,10.0,7,60
761,20,7.0,7,61
762,26,13.0,7,62
763,21,13.0,7,63
764,16,8.0,7,64
765,28,6.0,7,65
766,23,15.0,7,66
767,22,11.0,7,67
768,12,6.0,7,68
769,19,13.0,7,69
770,20,11.0,7,70
771,19,10.0,7,71
772,28,16.0,7,72
773,19,10.0,7,73
774,24,5.0,7,74
775,24,4.0,7,75
776,18,5.0,7,76
777,29,16.0,7,77
778,18,5.0,7,78
779,15,12.0,7,79
780,16,11.0,7,80
781,22,13.0,7,81
782,20,5.0,7,82
783,22,10.0,7,83
784,27,12.0,7,84
785,24,7.0,7,85
786,16,11.0,7,86
787,51,25.0,7,87
788,20,5.0,7,88
789,20,9.0,7,89
790,38,18.0,7,90
791,25,6.0,7,91
792,18,5.0,7,92
793,18,5.0,7,93
794,23,6.0,7,94
795,25,6.0,7,95
796,20,6.0,7,96
797,22,5.0,7,97
798,22,5.0,7,98
799,28,11.0,7,99
800,173,20.0,8,0
801,53,44.0,8,1
802,63,59.0,8,2
803,34,30.0,8,3
804,85,80.0,8,4
805,30,20.0,8,5
806,30,20.0,8,6
807,21,11.0,8,7
808,24,12.0,8,8
809,30,12.0,8,9
810,22,8.0,8,10
811,28,12.0,8,11
812,24,5.0,8,12
813,27,13.0,8,13
814,23,7.0,8,14
815,20,7.0,8,15
816,32,12.0,8,16
817,23,8.0,8,17
818,30,12.0,8,18
819,37,30.0,8,19
820,27,7.0,8,20
821,31,13.0,8,21
822,33,6.0,8,22
823,25,21.0,8,23
824,27,6.0,8,24
825,22,7.0,8,25
826,19,6.0,8,26
827,19,6.0,8,27
828,21,5.0,8,28
829,23,4.0,8,29
830,18,4.0,8,30
831,18,5.0,8,31
832,18,7.0,8,32
833,20,17.0,8,33
834,21,6.0,8,34
835,32,12.0,8,35
836,18,12.0,8,36
837,30,5.0,8,37
838,18,5.0,8,38
839,21,13.0,8,39
840,20,5.0,8,40
841,23,11.0,8,41
842,18,5.0,8,42
843,20,5.0,8,43
844,22,15.0,8,44
845,18,4.0,8,45
846,22,5.0,8,46
847,26,12.0,8,47
848,20,5.0,8,48
849,18,13.0,8,49
850,25,11.0,8,50
851,20,5.0,8,51
852,24,10.0,8,52
853,107,,8,53
854,20,7.0,8,54
855,28,21.0,8,55
856,24,10.0,8,56
857,30,4.0,8,57
858,30,15.0,8,58
859,19,6.0,8,59
860,21,6.0,8,60
861,18,9.0,8,61
862,18,4.0,8,62
863,25,11.0,8,63
864,29,14.0,8,64
865,22,11.0,8,65
866,16,4.0,8,66
867,18,4.0,8,67
868,20,5.0,8,68
869,19,9.0,8,69
870,29,9.0,8,70
871,27,14.0,8,71
872,20,4.0,8,72
873,50,13.0,8,73
874,20,5.0,8,74
875,29,18.0,8,75
876,22,5.0,8,76
877,19,5.0,8,77
878,20,4.0,8,78
879,18,11.0,8,79
880,23,8.0,8,80
881,24,5.0,8,81
882,26,5.0,8,82
883,54,,8,83
884,28,13.0,8,84
885,28,17.0,8,85
886,18,5.0,8,86
887,21,6.0,8,87
888,21,6.0,8,88
889,26,,8,89
890,22,6.0,8,90
891,20,13.0,8,91
892,18,5.0,8,92
893,18,4.0,8,93
894,18,5.0,8,94
895,36,,8,95
896,23,10.0,8,96
897,21,6.0,8,97
898,30,12.0,8,98
899,22,,8,99
900,171,,9,0
901,54,,9,1
902,28,,9,2
903,10,7.0,9,3
904,87,,9,4
905,16,,9,5
906,19,,9,6
907,10,,9,7
908,10,5.0,9,8
909,8,0.0,9,9
910,24,20.0,9,10
911,30,24.0,9,11
912,56,0.0,9,12
913,8,6.0,9,13
914,8,7.0,9,14
915,43,,9,15
916,37,,9,16
917,89,82.0,9,17
918,32,20.0,9,18
919,18,0.0,9,19
920,18,,9,20
921,24,,9,21
922,10,,9,22
923,12,,9,23
924,26,24.0,9,24
925,16,0.0,9,25
926,22,6.0,9,26
927,24,19.0,9,27
928,18,4.0,9,28
929,191,,9,29
930,20,19.0,9,30
931,46,,9,31
932,10,7.0,9,32
933,8,6.0,9,33
934,321,319.0,9,34
935,16,9.0,9,35
936,16,9.0,9,36
937,16,13.0,9,37
938,14,8.0,9,38
939,52,48.0,9,39
940,14,12.0,9,40
941,20,12.0,9,41
942,20,18.0,9,42
943,8,6.0,9,43
944,28,26.0,9,44
945,44,43.0,9,45
946,22,20.0,9,46
947,20,16.0,9,47
948,10,4.0,9,48
949,93,84.0,9,49
950,8,6.0,9,50
951,16,4.0,9,51
952,12,7.0,9,52
953,12,10.0,9,53
954,34,32.0,9,54
955,8,,9,55
956,31,29.0,9,56
957,28,16.0,9,57
958,10,9.0,9,58
959,46,44.0,9,59
960,22,19.0,9,60
961,16,14.0,9,61
962,100,95.0,9,62
963,28,25.0,9,63
964,140,139.0,9,64
965,32,24.0,9,65
966,18,16.0,9,66
967,37,32.0,9,67
968,16,10.0,9,68
969,12,8.0,9,69
970,12,4.0,9,70
971,12,4.0,9,71
972,18,11.0,9,72
973,14,9.0,9,73
974,24,18.0,9,74
975,40,33.0,9,75
976,8,4.0,9,76
977,18,13.0,9,77
978,36,,9,78
979,8,4.0,9,79
980,14,11.0,9,80
981,8,4.0,9,81
982,73,71.0,9,82
983,127,111.0,9,83
984,48,40.0,9,84
985,28,22.0,9,85
986,60,55.0,9,86
987,128,125.0,9,87
988,38,34.0,9,88
989,20,18.0,9,89
990,45,37.0,9,90
991,8,5.0,9,91
992,20,14.0,9,92
993,16,15.0,9,93
994,73,70.0,9,94
995,32,20.0,9,95
996,30,18.0,9,96
997,18,17.0,9,97
998,64,63.0,9,98
999,30,,9,99
1000,43,,10,0
1001,66,62.0,10,1
1002,8,,10,2
1003,28,23.0,10,3
1004,41,30.0,10,4
1005,61,,10,5
1006,8,6.0,10,6
1007,24,22.0,10,7
1008,12,9.0,10,8
1009,8,6.0,10,9
1010,8,6.0,10,10
1011,25,21.0,10,11
1012,36,21.0,10,12
1013,18,6.0,10,13
1014,30,23.0,10,14
1015,34,15.0,10,15
1016,14,6.0,10,16
1017,18,16.0,10,17
1018,12,4.0,10,18
1019,22,9.0,10,19
1020,30,15.0,10,20
1021,8,,10,21
1022,8,2.0,10,22
1023,14,10.0,10,23
1024,24,19.0,10,24
1025,34,13.0,10,25
1026,14,5.0,10,26
1027,12,,10,27
1028,34,29.0,10,28
1029,24,19.0,10,29
1030,12,6.0,10,30
1031,47,29.0,10,31
1032,10,5.0,10,32
1033,18,9.0,10,33
1034,24,,10,34
1035,16,9.0,10,35
1036,47,,10,36
1037,47,16.0,10,37
1038,33,17.0,10,38
1039,22,14.0,10,39
1040,20,10.0,10,40
1041,25,4.0,10,41
1042,22,9.0,10,42
1043,18,8.0,10,43
1044,19,10.0,10,44
1045,26,12.0,10,45
1046,18,12.0,10,46
1047,14,8.0,10,47
1048,35,16.0,10,48
1049,29,13.0,10,49
1050,31,11.0,10,50
1051,22,12.0,10,51
1052,20,16.0,10,52
1053,42,17.0,10,53
1054,31,16.0,10,54
1055,20,11.0,10,55
1056,18,4.0,10,56
1057,20,12.0,10,57
1058,22,8.0,10,58
1059,12,5.0,10,59
1060,14,8.0,10,60
1061,16,8.0,10,61
1062,26,19.0,10,62
1063,18,6.0,10,63
1064,18,8.0,10,64
1065,20,5.0,10,65
1066,20,4.0,10,66
1067,24,11.0,10,67
1068,17,8.0,10,68
1069,14,3.0,10,69
1070,27,,10,70
1071,25,17.0,10,71
1072,26,12.0,10,72
1073,14,5.0,10,73
1074,16,9.0,10,74
1075,16,8.0,10,75
1076,8,4.0,10,76
1077,22,,10,77
1078,26,16.0,10,78
1079,22,10.0,10,79
1080,18,6.0,10,80
1081,8,5.0,10,81
1082,10,7.0,10,82
1083,22,15.0,10,83
1084,10,6.0,10,84
1085,38,,10,85
1086,36,11.0,10,86
1087,14,9.0,10,87
1088,12,8.0,10,88
1089,14,12.0,10,89
1090,14,6.0,10,90
1091,33,12.0,10,91
1092,20,10.0,10,92
1093,24,15.0,10,93
1094,22,16.0,10,94
1095,35,28.0,10,95
1096,46,17.0,10,96
1097,32,12.0,10,97
1098,27,20.0,10,98
1099,12,4.0,10,99
1100,12,2.0,11,0
1101,50,,11,1
1102,18,,11,2
1103,30,19.0,11,3
1104,43,,11,4
1105,28,23.0,11,5
1106,43,37.0,11,6
1107,30,24.0,11,7
1108,8,5.0,11,8
1109,14,8.0,11,9
1110,16,10.0,11,10
1111,20,9.0,11,11
1112,22,5.0,11,12
1113,12,6.0,11,13
1114,8,5.0,11,14
1115,12,8.0,11,15
1116,8,,11,16
1117,30,22.0,11,17
1118,34,,11,18
1119,10,8.0,11,19
1120,8,5.0,11,20
1121,14,8.0,11,21
1122,14,9.0,11,22
1123,22,15.0,11,23
1124,34,25.0,11,24
1125,28,11.0,11,25
1126,14,12.0,11,26
1127,25,,11,27
1128,32,20.0,11,28
1129,22,8.0,11,29
1130,13,7.0,11,30
1131,24,10.0,11,31
1132,14,11.0,11,32
1133,18,11.0,11,33
1134,14,11.0,11,34
1135,14,10.0,11,35
1136,16,9.0,11,36
1137,12,9.0,11,37
1138,16,12.0,11,38
1139,33,17.0,11,39
1140,10,4.0,11,40
1141,12,9.0,11,41
1142,20,8.0,11,42
1143,10,7.0,11,43
1144,8,6.0,11,44
1145,12,9.0,11,45
1146,42,38.0,11,46
1147,28,11.0,11,47
1148,22,11.0,11,48
1149,26,16.0,11,49
1150,8,5.0,11,50
1151,10,7.0,11,51
1152,8,5.0,11,52
1153,16,10.0,11,53
1154,18,14.0,11,54
1155,14,9.0,11,55
1156,40,11.0,11,56
1157,20,16.0,11,57
1158,24,15.0,11,58
1159,16,8.0,11,59
1160,34,25.0,11,60
1161,16,10.0,11,61
1162,26,14.0,11,62
1163,32,22.0,11,63
1164,16,8.0,11,64
1165,8,5.0,11,65
1166,12,6.0,11,66
1167,24,12.0,11,67
1168,22,9.0,11,68
1169,18,5.0,11,69
1170,8,5.0,11,70
1171,18,10.0,11,71
1172,24,12.0,11,72
1173,29,9.0,11,73
1174,18,10.0,11,74
1175,20,7.0,11,75
1176,16,10.0,11,76
1177,22,12.0,11,77
1178,22,8.0,11,78
1179,20,15.0,11,79
1180,8,6.0,11,80
1181,16,7.0,11,81
1182,10,7.0,11,82
1183,26,10.0,11,83
1184,26,13.0,11,84
1185,22,7.0,11,85
1186,22,11.0,11,86
1187,18,9.0,11,87
1188,12,6.0,11,88
1189,41,,11,89
1190,18,12.0,11,90
1191,28,23.0,11,91
1192,22,12.0,11,92
1193,30,21.0,11,93
1194,24,11.0,11,94
1195,20,15.0,11,95
1196,10,8.0,11,96
1197,21,13.0,11,97
1198,20,10.0,11,98
1199,18,12.0,11,99
1200,196,,12,0
1201,239,,12,1
1202,77,,12,2
1203,18,0.0,12,3
1204,14,0.0,12,4
1205,68,,12,5
1206,56,,12,6
1207,60,,12,7
1208,29,,12,8
1209,32,0.0,12,9
1210,10,0.0,12,10
1211,64,,12,11
