StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,att1,att2,mturk_id,completion_code,comp1,comp2,Q4,Q4_4_TEXT,Q5,Q5_6_TEXT,Q6,Q7,Q7_8_TEXT,Q8_1,Random ID,workerId,Set a Value Now,finished_game
2023-01-19 05:59:27,2023-01-19 06:50:17,IP Address,68.198.167.82,100,3050,True,2023-01-19 06:50:18,R_2UX7KcIfdyhRKX3,,,,,40.7606,-72.9844,anonymous,EN,"I consent, begin the study",Paul,Purple,A1F2APQMJSQVFK,6889-9012-5017-8414,Four,100,Female,,Mixed,,28,College Graduate (4 year),,85,20692,A1F2APQMJSQVFK,,yes
2023-01-19 06:52:48,2023-01-19 07:03:41,IP Address,73.130.172.144,100,652,True,2023-01-19 07:03:41,R_2SB5jLBofbI8hfD,,,,,40.3102,-76.0388,anonymous,EN,"I consent, begin the study",Paul,Purple,A11TOEFVA0X3PL,"A11TOEFVA0X3PL ",Four,10,Female,,White or European,,35,Masters Degree (MS),,74,30601,A11TOEFVA0X3PL,,no
2023-01-19 06:38:27,2023-01-19 07:12:17,IP Address,202.182.74.83,100,2030,True,2023-01-19 07:12:17,R_1N9eYXgGAcd2BCe,,,,,40.7123,-74.0068,anonymous,EN,"I consent, begin the study",Paul,Purple,A2CRCL0Q5X3G0M,4601-6801-5031-0909,Four,100,Female,,Black or African American,,44,Masters Degree (MS),,100,44272,A2CRCL0Q5X3G0M,,yes
2023-01-19 06:26:40,2023-01-19 07:19:07,IP Address,202.182.73.249,100,3146,True,2023-01-19 07:19:07,R_W05GIqF3DIiTBUR,,,,,41.8874,-87.6318,anonymous,EN,"I consent, begin the study",Paul,Purple,A13PDVBEOE58CJ,7775-1308-7262-2256,Four,100,Female,,Asian,,48,College Graduate (4 year),,100,93070,A13PDVBEOE58CJ,,yes
2023-01-19 07:13:42,2023-01-19 07:26:12,IP Address,99.61.109.6,100,750,True,2023-01-19 07:26:13,R_xtv047pwBpnl3LH,,,,,28.5727,-80.8206,anonymous,EN,"I consent, begin the study",Paul,Purple,A1TW2BZRRS874Z,A1TW2BZRRS874Z,Four,50,Male,,White or European,,39,Some College,,94,81990,A1TW2BZRRS874Z,,no
2023-01-19 06:53:16,2023-01-19 07:31:38,IP Address,100.11.31.119,100,2301,True,2023-01-19 07:31:38,R_1JLX9ycfRaaAtJf,,,,,40.1215,-75.3269,anonymous,EN,"I consent, begin the study",Paul,Purple,A2SL8R5B6QX4Q0,9705-7191-2113-7752,Four,100,Male,,White or European,,41,College Graduate (4 year),,100,10587,A2SL8R5B6QX4Q0,,yes
2023-01-19 07:06:53,2023-01-19 07:46:56,IP Address,174.86.56.150,100,2403,True,2023-01-19 07:46:58,R_1LO4m0d13nJMux1,,,,,38.5682,-89.8965,anonymous,EN,"I consent, begin the study",Paul,Purple,A38DHLB88V8DL8,0917-8926-9978-6712,Four,100,Female,,White or European,,48,College Graduate (4 year),,83,48494,A38DHLB88V8DL8,,yes
2023-01-19 07:32:56,2023-01-19 07:56:12,IP Address,173.70.60.41,100,1396,True,2023-01-19 07:56:13,R_3jdglbdBknOAx2r,,,,,40.8462,-74.7056,anonymous,EN,"I consent, begin the study",Paul,Purple,A4W9APAHFWVLO,6396-6122-5157-0765,Four,50,Male,,White or European,,41,College Graduate (4 year),,75,21372,A4W9APAHFWVLO,,yes
2023-01-19 07:29:28,2023-01-19 08:03:06,IP Address,107.11.182.13,100,2018,True,2023-01-19 08:03:06,R_3I6xizEeAzdWoIb,,,,,40.2738,-81.8662,anonymous,EN,"I consent, begin the study",Paul,Purple,A1JJYY622DGE5L,3133-7593-9533-2848,Four,100,Female,,White or European,,47,College Graduate (4 year),,75,62732,A1JJYY622DGE5L,,yes
2023-01-19 07:34:08,2023-01-19 08:17:26,IP Address,73.10.51.169,100,2597,True,2023-01-19 08:17:27,R_2YeLxdyaY5nJ0PX,,,,,39.6999,-74.2633,anonymous,EN,"I consent, begin the study",Paul,Purple,AKMPWFRGTRTI0,5036-0332-9020-4397,Ten,100,Male,,White or European,,57,Masters Degree (MS),,83,96018,AKMPWFRGTRTI0,,yes
2023-01-19 07:27:11,2023-01-19 08:23:58,IP Address,73.118.245.192,100,3407,True,2023-01-19 08:23:58,R_0v7G0eqbykagRJD,,,,,47.6092,-122.1168,anonymous,EN,"I consent, begin the study",Paul,Purple,A2EL5K6THWY8CH,8794-4531-9370-4690,Four,100,Male,,White or European,,67,College Graduate (4 year),,71,32840,A2EL5K6THWY8CH,,yes
2023-01-19 07:10:49,2023-01-19 08:59:39,IP Address,73.235.98.147,100,6529,True,2023-01-19 08:59:39,R_3iqySYVJdUZtsU3,,,,,38.0253,-121.3009,anonymous,EN,"I consent, begin the study",Paul,Purple,A3MN72E1H7H6IS,A3MN72E1H7H6IS,Four,100,Male,,White or European,,27,Doctoral Degree (PhD),,81,56786,A3MN72E1H7H6IS,,no
2023-01-19 08:45:16,2023-01-19 09:54:48,IP Address,76.102.30.220,100,4172,True,2023-01-19 09:54:49,R_2zbzDoAGElFvOiY,,,,,37.4025,-121.866,anonymous,EN,"I consent, begin the study",Paul,Purple,A1PTNS6H2RZTGL,A1PTNS6H2RZTGL,Four,100,Male,,White or European,,27,Doctoral Degree (PhD),,88,68533,A1PTNS6H2RZTGL,,no
2023-01-19 09:47:52,2023-01-19 10:07:59,IP Address,174.27.76.183,100,1206,True,2023-01-19 10:08:04,R_22WCvlomYfJAACv,,,,,43.6342,-116.341,anonymous,EN,"I consent, begin the study",Paul,Purple,A33Z6BHAJUGCHY,5971-7114-3973-9929,Four,100,Male,,White or European,,28,College Graduate (4 year),,80,61472,A33Z6BHAJUGCHY,,yes
2023-01-19 10:23:59,2023-01-19 10:25:13,IP Address,5.25.159.197,100,74,True,2023-01-19 10:25:14,R_2WMfX0YjY5gGSi0,,,,,39.9205,32.8372,anonymous,EN,"I consent, begin the study",Paul,Purple,dmwqkdm,1694-5204-1997-9892,Four,100,Male,,White or European,,,Vocational/Technical School (2 year),,55,27352,,,yes
2023-01-19 10:32:11,2023-01-19 10:32:53,IP Address,5.25.159.197,100,42,True,2023-01-19 10:32:53,R_OPgaRenEiConKGl,,,,,39.9205,32.8372,anonymous,EN,"I consent, begin the study",John,Purple,A_WORKER_ID,"1234-1234-1234-1234 ",Four,100,Female,,Hispanic or Latino,,12,Some College,,43,36505,A_WORKER_ID,,yes
2023-01-19 10:41:32,2023-01-19 11:13:18,IP Address,47.33.171.33,100,1905,True,2023-01-19 11:13:19,R_2RX6VDEIpygB8ad,,,,,42.3956,-123.3528,anonymous,EN,"I consent, begin the study",Paul,Purple,A1YV7SCB1OHMUT,8104-9635-1857-9893,Four,100,Male,,White or European,,49,College Graduate (4 year),,70,64082,A1YV7SCB1OHMUT,,yes
2023-01-19 10:35:13,2023-01-19 11:41:04,IP Address,81.161.5.95,100,3950,True,2023-01-19 11:41:04,R_4Iw2UOfH5EkFwyd,,,,,40.7662,-74.0178,anonymous,EN,"I consent, begin the study",John,Purple,A9500TJQDB94E,8156-4258-6673-5814,Four,100,Female,,White or European,,28,Masters Degree (MS),,100,90485,A9500TJQDB94E,,yes
2023-01-19 12:03:29,2023-01-19 12:29:26,IP Address,168.220.170.137,100,1557,True,2023-01-19 12:29:27,R_2Xc8p8RO03B54WG,,,,,34.6546,-80.3681,anonymous,EN,"I consent, begin the study",Paul,Purple,AYW62R027PUT1,2175-3990-2000-7589,Four,100,Male,,White or European,,47,College Graduate (4 year),,30,76097,AYW62R027PUT1,,yes
2023-01-19 12:01:08,2023-01-19 13:08:45,IP Address,73.209.180.232,100,4056,True,2023-01-19 13:08:45,R_3DecBjzPa9sCjfY,,,,,42.0354,-87.737,anonymous,EN,"I consent, begin the study",Paul,Purple,A1VAZ4O0J5QD7S,8178-2987-5765-7919,Four,100,Female,,White or European,,32,Masters Degree (MS),,28,49048,A1VAZ4O0J5QD7S,,yes
2023-01-19 14:03:40,2023-01-19 15:01:49,IP Address,72.180.182.28,100,3488,True,2023-01-19 15:01:50,R_2algx4nXlRbnadA,,,,,25.9729,-97.4695,anonymous,EN,"I consent, begin the study",Paul,Purple,AH4LSAYFLV68I,5192-6144-7333-4701,Four,100,Female,,White or European,,45,College Graduate (4 year),,68,47470,AH4LSAYFLV68I,,yes
