StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,att1,att2,mturk_id,completion_code,comp1,comp2,Q4,Q4_4_TEXT,Q5,Q5_6_TEXT,Q6,Q7,Q7_8_TEXT,Q8_1,Random ID,workerId,Set a Value Now,finished_game
2023-01-20 08:32:03,2023-01-20 08:50:26,IP Address,Anonymized,100,1103,True,2023-01-20 08:50:27,R_2bI81tWgW1rtLuE,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,8013-0496-6581-8127,Five,150,Female,,White or European,,41,Masters Degree (MS),,70,16599,Anonymized,,yes
2023-01-20 09:27:53,2023-01-20 09:58:40,IP Address,Anonymized,100,1847,True,2023-01-20 09:58:41,R_3G2gNfM73eiaRBC,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized, 0906-3177-0519-0731,Five,150,Female,,White or European,,29,Masters Degree (MS),,64,31665,Anonymized,,yes
2023-01-20 12:41:18,2023-01-20 12:54:18,IP Address,Anonymized,100,779,True,2023-01-20 12:54:20,R_2dLuMwW0sfAaJye,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",John,Purple,Anonymized,4243-4210-3662-7643,Five,150,Male,,White or European,,40,Other (please specify),less than highschool,80,54609,Anonymized,,yes
2023-01-20 12:43:53,2023-01-20 12:55:30,IP Address,Anonymized,100,697,True,2023-01-20 12:55:33,R_1dLwEdWpWhgK0gh,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,7355-5511-4776-3375,Five,150,Male,,White or European,,35,High School or Equivalent,,55,56617,Anonymized,,yes
2023-01-20 12:43:29,2023-01-20 12:56:09,IP Address,Anonymized,100,760,True,2023-01-20 12:56:17,R_1kSU6zzpfWjHMKF,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,4692-0758-1198-5696,Five,150,Male,,White or European,,44,High School or Equivalent,,100,66811,Anonymized,,yes
2023-01-20 12:48:48,2023-01-20 12:58:20,IP Address,Anonymized,100,572,True,2023-01-20 12:58:25,R_1jV5e3sl64iF85K,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,3089-8797-1550-8844,Five,150,Male,,White or European,,41,High School or Equivalent,,100,60508,Anonymized,,yes
2023-01-20 12:38:10,2023-01-20 12:58:40,IP Address,Anonymized,100,1230,True,2023-01-20 12:58:43,R_ahi6f1A1CkJpxPr,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,7172-6757-4441-1801,Five,150,Female,,Hispanic or Latino,,23,Some College,,78,63259,Anonymized,,yes
2023-01-20 13:02:53,2023-01-20 13:16:27,IP Address,Anonymized,100,813,True,2023-01-20 13:16:35,R_YQQFWv2ovzd5CN3,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,3171-2290-9497-0346,Five,150,Female,,White or European,,35,College Graduate (4 year),,89,72193,Anonymized,,yes
2023-01-20 13:04:57,2023-01-20 13:17:02,IP Address,Anonymized,100,724,True,2023-01-20 13:17:03,R_27JurVbFBaKarTD,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,1160-1334-4915-5313,Five,150,Male,,White or European,,34,Masters Degree (MS),,95,56431,Anonymized,,yes
2023-01-20 13:19:57,2023-01-20 13:31:16,IP Address,Anonymized,100,678,True,2023-01-20 13:31:21,R_vNRf1qyp9ap3Uf7,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,9127-8305-9577-4021,Five,150,Male,,White or European,,33,College Graduate (4 year),,70,53920,Anonymized,,yes
2023-01-20 12:59:20,2023-01-20 13:39:08,IP Address,Anonymized,100,2387,True,2023-01-20 13:39:08,R_RPiG8fl20VoJ1PH,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Green,Anonymized,0512-5873-2082-6357,Five,150,Female,,White or European,,59,College Graduate (4 year),,19,70066,Anonymized,,yes
2023-01-20 13:51:37,2023-01-20 14:07:50,IP Address,Anonymized,100,972,True,2023-01-20 14:07:53,R_1Kxrmtl5ulfjXav,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,6820-2894-4109-9230,Five,150,Male,,White or European,,43,High School or Equivalent,,47,40344,Anonymized,,yes
2023-01-20 04:27:42,2023-01-20 04:28:03,IP Address,Anonymized,27,21,False,2023-01-27 04:28:06,R_1OVS9FZjhrc6Chd,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,,,,,,,,,,,,43326,Anonymized,,
2023-01-20 04:30:26,2023-01-20 04:33:18,IP Address,Anonymized,27,172,False,2023-01-27 04:33:19,R_2fjsWztcpvqkRZk,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,,,,,,,,,,,,86002,Anonymized,,
2023-01-20 06:52:09,2023-01-20 06:53:52,IP Address,Anonymized,27,103,False,2023-01-27 06:53:54,R_1Hqu3keIE717ZuN,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,,,,,,,,,,,,67658,Anonymized,,
2023-01-20 07:26:51,2023-01-20 07:50:59,IP Address,Anonymized,27,1447,False,2023-01-27 07:51:03,R_3mf4PVnkUHHTGSK,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",John,Purple,Anonymized,,,,,,,,,,,,79808,Anonymized,,
2023-01-20 07:57:02,2023-01-20 07:57:56,IP Address,Anonymized,27,54,False,2023-01-27 07:58:03,R_1DvPUdsEnvP3Hvq,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,,,,,,,,,,,,42850,Anonymized,,
2023-01-20 07:59:48,2023-01-20 08:04:28,IP Address,Anonymized,27,280,False,2023-01-27 08:04:31,R_2QJMbXE9c0neQo7,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,,,,,,,,,,,,22418,Anonymized,,
2023-01-20 08:04:30,2023-01-20 08:04:57,Spam,Anonymized,27,27,False,2023-01-27 08:05:00,R_2urYgWVjHriMlJ1,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,,,,,,,,,,,,28218,Anonymized,,
2023-01-20 08:05:26,2023-01-20 08:17:32,IP Address,Anonymized,27,726,False,2023-01-27 08:17:34,R_ebp9TCBr0RmpQ0V,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,,,,,,,,,,,,77334,Anonymized,,
2023-01-20 12:45:13,2023-01-20 12:46:10,IP Address,Anonymized,27,57,False,2023-01-27 12:48:20,R_3k4UksT3yscujGJ,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,,,,,,,,,,,,89952,Anonymized,,
