StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,att1,att2,mturk_id,completion_code,comp1,comp2,Q4,Q4_4_TEXT,Q5,Q5_6_TEXT,Q6,Q7,Q7_8_TEXT,Q8_1,Random ID,workerId,Set a Value Now,finished_game
2023-01-21 13:14:59,2023-01-21 13:25:43,IP Address,Anonymized,100,644,True,2023-01-21 13:25:44,R_2AEhfjnpLDX6IJA,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,3504-8157-9337-5849,Five,150,Female,,White or European,,46,High School or Equivalent,,100,96251,Anonymized,,yes
2023-01-21 13:16:44,2023-01-21 13:28:53,IP Address,Anonymized,100,728,True,2023-01-21 13:28:59,R_1osX3DuySgyKrm5,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,1755-2475-5775-3712,Five,150,Male,,White or European,,40,Some College,,83,51465,Anonymized,,yes
2023-01-21 13:17:38,2023-01-21 13:31:48,IP Address,Anonymized,100,849,True,2023-01-21 13:31:49,R_27DqR38C9bLMLNA,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized, 9691-1031-7722-4940,Five,150,Female,,White or European,,46,Masters Degree (MS),,93,45414,Anonymized,,yes
2023-01-21 13:24:31,2023-01-21 13:32:48,IP Address,Anonymized,100,497,True,2023-01-21 13:32:53,R_1gu8pXFtUta5sp6,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,4619-5933-2523-2742,Five,150,Male,,White or European,,30,Some College,,100,24265,Anonymized,,yes
2023-01-21 13:26:51,2023-01-21 13:38:17,IP Address,Anonymized,100,686,True,2023-01-21 13:38:20,R_2pYv9ZYhLMAusbq,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,1787-5178-7939-1814,Five,150,Male,,White or European,,52,Some College,,100,95351,Anonymized,,yes
2023-01-21 13:34:13,2023-01-21 13:42:48,IP Address,Anonymized,100,515,True,2023-01-21 13:42:50,R_20SXRYMYeW6CIk5,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,7882-7844-8780-9738,Five,150,Male,,White or European,,53,Some College,,37,25351,Anonymized,,yes
2023-01-21 13:45:22,2023-01-21 13:56:47,IP Address,Anonymized,100,684,True,2023-01-21 13:56:50,R_2dXAANwYYhGMJt1,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,2059-6534-5762-0830,Five,150,Male,,White or European,,39,Masters Degree (MS),,100,69147,Anonymized,,yes
2023-01-21 13:47:54,2023-01-21 13:58:33,IP Address,Anonymized,100,639,True,2023-01-21 13:58:43,R_xr58kNbJqXIjar7,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,4142-0071-6478-0706,Five,150,Male,,White or European,,34,College Graduate (4 year),,65,96196,Anonymized,,yes
2023-01-21 13:57:54,2023-01-21 14:12:02,IP Address,Anonymized,100,848,True,2023-01-21 14:12:09,R_27UoVio3B4hu8F3,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,7004-1488-2177-2746,Five,150,Male,,White or European,,33,Masters Degree (MS),,84,83928,Anonymized,,yes
2023-01-21 14:00:28,2023-01-21 14:13:39,IP Address,Anonymized,100,791,True,2023-01-21 14:13:47,R_3h5ZlE9GjjbrnJV,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,4991-0444-7831-6833,Five,150,Female,,White or European,,49,Masters Degree (MS),,83,34072,Anonymized,,yes
2023-01-21 14:45:17,2023-01-21 15:06:19,IP Address,Anonymized,100,1262,True,2023-01-21 15:06:25,R_8IeSuZIx8nYMnlL,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,2908-6911-0681-1850,Five,150,Male,,White or European,,32,High School or Equivalent,,86,86157,Anonymized,,yes
2023-01-21 17:11:12,2023-01-21 17:17:30,IP Address,Anonymized,100,377,True,2023-01-21 17:17:39,R_z3kSXX2Cd5a70it,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,4481-1897-7319-0060,Five,150,Other (please specify),Non-binary,Asian,,25,College Graduate (4 year),,90,76144,Anonymized,,yes
2023-01-21 02:01:50,2023-01-21 02:09:33,IP Address,Anonymized,27,463,False,2023-01-28 02:09:37,R_1EXJnGJT4WEuNYA,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,,,,,,,,,,,,25910,Anonymized,,
2023-01-21 12:59:49,2023-01-21 13:00:27,IP Address,Anonymized,27,38,False,2023-01-28 13:00:29,R_2VsftXUiLVx0SKo,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,,,,,,,,,,,,68074,Anonymized,,
2023-01-21 13:12:40,2023-01-21 13:17:16,IP Address,Anonymized,27,275,False,2023-01-28 13:17:18,R_1GTzrSt4t6KbmT9,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,,,,,,,,,,,,69748,Anonymized,,
2023-01-21 14:20:45,2023-01-21 14:36:30,IP Address,Anonymized,27,944,False,2023-01-28 14:36:35,R_1nOCLw8vx7doJVN,,,,,Anonymized,Anonymized,anonymous,EN,"I consent, begin the study",Paul,Purple,Anonymized,,,,,,,,,,,,63040,Anonymized,,
